Review_text,extracted_aspects,inference_time
Nice environment. Excellent buffet dinner in dhaka city. Specially live food. Mr Nikson and sagor care of us,"environment, buffet dinner, live food",0.6245002746582031
"We had a very lovely weekend dinner at the reataurant with a nice ambience with a plenty of starters, main courses, moreover some exclusive live kitchen, and finally a wide range of desserts where local and continental options are available. If you are reading then...More","starters, main courses, live kitchen, desserts",0.7687461376190186
"Seasonal tastes restaurant is a excellent restaurant for business meeting & dining. Meeting room also available. All kind of food choice continental, pan asian, shushi shashimi,live grilled sea food,dimsum etc. Associates are so friendly. Our business partners are so happy because of their smooth service.","food choice, meeting room, service",0.5392935276031494
"The Westin Dhaka seasonal tastes is the best restaurant in dhaka. We come here for enjoy family dining time. Really it has so delicious foods. I also like there live grilled item. There is lots of choice. Some home made dessert like baklava, local sweet,...More","foods, live grilled item, dessert, baklava, local sweet",1.2134761810302734
Falguni she is best hostess. Dinner served very good👍. Sagor also did best 👍💯servis us. Both are great. Clinton all staff very good,"Dinner, staff, hostess, servis",0.7316157817840576
Amazing food as always and everything is perfect here specially the service and thanks to falguni and sagor for the greetings and welcoming they are very nice guys,"food, service",0.30367183685302734
Best place for hangout and business meeting…..the food is amazing over here..Great At the end of the day you need a place like this,"food, place",0.3635833263397217
"I have visited seasonal tastes restaurant on 10th of May and falguni was my server. She was very nice, polite and anticipated all my requests. Food was really good as well.","server, food",0.31172823905944824
Great food & great service. Would like to come back for many occasions. Have been to this place since it’s inception 15/16 yrs ago. Had been happy always.,"food, service",0.29675745964050293
"The service was excellent ,the food was really delicious,it’s was an amazing experience, I would like to come back again and I would like to give a big thanks to Falguni ❤️🧡❤️❤️ for his hospitality and excellent service","service, food, hospitality",0.484417200088501
Best service by falguni and the food was really good . She did a great Job and the tempura was do good,"service, food, tempura",0.4736745357513428
Food was delicious and and presentation was excellent. Service was outstanding. Specially service and hospitality from Ms Falguni was superb....,"Food, service, hospitality, presentation, service",0.7642128467559814
Very good service and very care full falguni And sagot And food was very delicious . I Am injoy my dinner time Thanks again falguni ♥️ highly recommend,"service, dinner, food",0.4112544059753418
"Special thanks to Falguni who served me. Very friendly and welcoming. The resultant is great, food was really good. There is a nice view of the city . Recommend.","food, view, served",0.40948057174682617
"As usual, the food and all of the staff are exceptional. Fúlgiulai is very courteous, friendly and caring. She and all of the staff are very professional. The food is amazing, never disappointing. Fulgula goes way out of her way to make all of the...More","food, staff, Fulgula",0.6079287528991699
"Cozy ambience, great place to enjoy dinner with family. Lots of food option to choose from. Liked the salad menus thanks to falguni and sagor they feel us special","dinner, ambience, salad menus, food option",0.8199326992034912
The food and service was excellent. Commend falguni and Sagor for their exceptional customer service. Appreciate it. Thank you so much.,"food, service, customer service",0.47583866119384766
"The best experience and service from falguni she made our day and made us feel home , with her smile and approach made us feel like she is care about us . Thank you falguni","service, experience",0.30069541931152344
"Seasonal tastes is the best hotel in town. Their brunch is very good and mouth worthy. And price is also worthy. And service is very good and server is also so good. Ms Jannat is very helpful for us, she is very innovative and helpful....More","brunch, price, service, server, Ms Jannat",0.9401907920837402
The westin hotel and be of best service and within our country. Food was very good drinks and also good and other also very nice . I am really to happy on your service . I never forget you . As soon as I will...More,"Food, drinks, service",0.5248236656188965
"Very very good all staff and seasonal tastes very big buffet . I love it . Falguni and clinton ,yeasir , Rafiq nickson thank you all","staff, buffet",0.3620035648345947
Very Ideal place to visit with couple.beautiful restaurant with choice of Food and Beverages. Service people's are very positive and guest oriented. service is really so proffessonal. Staff ar well trained and very friendly. Specially thanks to falguni,"Food, Beverages, Service, Staff",0.6768255233764648
"We all mostly come here for lunch food better than before serving foods all so good thank you Falguni , sumona , masud, krishna","lunch food, serving foods",0.4711313247680664
"Choice of food is excellent. Specially the prawn tempura is very crispy and fresh. The cold salad section has a lot of varieties . Live stations were aquteately equipped pomfret, king prwan and basa. The only limitation found is that there was no beverage available...More","Choice of food, prawn tempura, cold salad section, live stations, beverage",1.188842535018921
Thank you for best service. Very attentive waitress great selection of food. Lunch was great . Thank you Falguni. Highly recommend,"service, selection of food, lunch",0.5505330562591553
I had a wonderful stay in The westin Dhaka. The staff is very accommodatingw and attentive. Falguni And clinton there’s a lot of different variety of cuisine in the buffet. They introduce some indian dessert called faluda. Thank you so much for the warm welcome...More,"staff, cuisine, buffet, faluda",0.7016839981079102
Food was excellent service all so fantastic especially Falguni we came again thanks to management for great food thanks,"Food, service, management",0.4786717891693115
"Had a very delicious brunch service by falguni . Had momos, paratha, soup. Everything was so good and delicious. Thank you and keep up the great work Falguni","brunch service, momos, paratha, soup",0.8990533351898193
Great atmosphere. Good place to hang out with friends and family. Lunch is just as great. Also good grilled item and cold cut. Specially thank you falguni. She was charming girl,"atmosphere, lunch, cold cut, grilled item, falguni",1.1061375141143799
"Today, along with family enjoyed lunch in a quite exquisit place. Food was fresh and well cooked served warm. Staffs specially Falguni was very cooperative and friendly. I guess, we will visit this palce again in days to come.","lunch, Food, Staffs, place",0.6562275886535645
"Good place to have a day,recommended! Here you can come and have a great lunch. Thanks to falguni and masud",lunch,0.24175143241882324
Excellent food good service we Come again staff friendly thanks to falguni thanks again. the grilled was best,"food, service, staff",0.41694188117980957
"Falguni was so lovely and amazing, she served us this delicious grilled item and she was always with a great attitude, willing to serve us as best as posible!","Falguni, served, grilled item, attitude",0.8584468364715576
Beautiful place & atmosphere.Sevice was amazing and everything was just perfect. I have recommended this restaurant to my friend & family to visit.,"place, atmosphere, Service",0.4288489818572998
"Westin seasonal tast reastruent is the best reastruent in the city. Food was good,service is wonderful among the jomir and sumona are good surver","Food, service, surver",0.5533297061920166
"Falguni biswas Very nic, friendly staff. Tasty grilled item Nice atmosphere. All good was too delicious . Highly recommend","staff, atmosphere, grilled item",0.5493059158325195
"Had an amazing night with my family. Overall liked the service and quality of food, favourite was the tempura by far!","service, quality of food, tempura",0.5855023860931396
Falguni nice gesture with guest very polite we like the all over the service. One of the best hotel to visit. Number One resturent in Bangladesh,service,0.18242645263671875
Falguni is one of best the hostess in seasonal tastes Restaurant. The Food and grilled items are amazing. Highly recommend,"hostess, Food, grilled items",0.5942702293395996
The Westin dhaka one of best in our country. Food was good and also was service . I am happy to your service Falguni. Inever forget you Falguni. Thank you so much,"Food, service",0.35711240768432617
"Has been in Westin Dhaka few times with fabulous individualised service. I have dietary requirements, therefore sometimes catering me could be challenging. However I was always given varieties of food and staffs here made sure I didn’t feel left out. Chef Doha, Chef Hakani, Shaheen...More","staffs, food, Chef Doha, Chef Hakani, Shaheen",1.284421682357788
"Food, cleanliness & service all are good, service staff Mr Rubel and MrRafiq they give excellent service.","Food, service staff, service, service",0.6703939437866211
Amazing food. Specially sushi and live grill. Thank falguni for your nice service and smiling face always again thank you chef mokles for making a great grilled item . Come again,"food, sushi, live grill, service, chef mokles",1.0464141368865967
Nice environment . excellent buffet . mr Nikson was a good server of there. He take tare if us. Totally nice,"environment, buffet, server",0.4850642681121826
Service was excellent.Mr.Rubel and Mr. Sahin served our table.they are give us very good service.we are very happy.food was good.,"Service, table, food, served",0.5369284152984619
We (my wife and me) came for our 03rd anniversary at the seasonal taste. The environment is great and the service was excellent. Special thanks to Jubayar Bhaiya and Rafique Bhaiya for the excellent service. We are looking forward to our next visit soon.,"environment, service",0.29897332191467285
"Excellent buffet service, continental food was delicious. Only need to improve the frying of fuchka shells (which had a distinct smell from being fried too early)","buffet service, continental food, fuchka shells",0.9135918617248535
"Everything was good .except the Tom_yam soup ,it was little bit smelling.staff are so friendly. 9/10","Tom_yam soup, staff",0.5355050563812256
"Lovely food and friendly, helpful staff. Will be going to eat here again during my stay. We ate off the a la carte menu, but the buffet looks delicious as well.","food, staff, menu, buffet",0.592043399810791
Very good service and food was tasty. Rubel and Shahin took care of us. Their caring is appreciable.,"service, food",0.32267189025878906
Its truely a nice experience altogether... The service is good... Served whole family by Mr.. Rubel n Mr. Shahin. Thnks wholeheartedly.,"service, served",0.30156826972961426
"food are very good so many Item. specilly desser Item was awesome. staff are so friendly. Mr jubayer, sahin and rul are so helpful","food, desser Item, staff",0.544316291809082
Today we have 14 Marriage anniversary & we hade dinner here wander full service was very familiar of Mr. Rubel & Mr. Shahin. Thanks,"service, dinner",0.2970700263977051
Excellent food with great ambience. So many Items was present . Staff are so friendly .jony krishna and jubayer helped us .,"food, ambience, staff",0.47783374786376953
"Food was amazing , dessert section was nice, Mr Rubel & hamid was very co-operative. Dessert item is very tasty.","Food, dessert section, dessert item, Mr Rubel & hamid",1.123162031173706
"Really loved their hospitality and food. Jubayer and Jonny served us food and provided service, they were really cordial.","hospitality, food, service",0.5293328762054443
Nice environment. Food was good. Nice decoration. Server Firoz and jubayer was so friendly.wish to be here again,"environment, Food, decoration, Server",0.6204710006713867
Experience here at Seasonal Taste has been phenomenal. Got personalised services from Mr. Nikson at our table#15. Looking forward to the next visit.,"services, table",0.29939937591552734
Excellent service.Very friendly and warming.Will be back here for sure.Mr.Nikson took care of us with hos charming behavior.,"service, behavior",0.3044857978820801
Food was excellent.we are very happy.mr Rubel give us excellent service.shusi item is very taste.we are come again .,"Food, service, shusi item",0.6607253551483154
"Environment is so good, very clum and quit environment here. All the food are very tasty and delicious.","Environment, food",0.3193323612213135
Nice evening with fabulous dinner. Special service from Mr Rubel was also decent. All service with food really fine.,"dinner, service, food, service",0.6152024269104004
Food was very delicious and fresh. I like there’s meat items . Also I love there’s sweets . They maintain their food quality which is very good.,"Food, meat items, sweets, food quality",0.7662472724914551
"Food was amazing, the staff are friendly and helpful. Most importantly everything is clean and hygienic. Loved it!","Food, staff",0.37590837478637695
Seasonal taste is the best restaurant in Dhaka city.we ar very happy.Mr Rubel and Mr.Hamid they give us very good service.specially desserts item is very tasty.,"service, desserts item",0.4341411590576172
"Tonight, on the 21st of December me my family went for dinner and were welcomed by the cordial team of Dhaka Westin Restaurant. Especially service rendered by Mr. Hamid and Mr. Rubel was excellent. Their hospitality was amazing, the great thing was that my kids...More","service, team, hospitality",0.4777495861053467
Great hospitality provided by the hotel Peaceful stay also staff is very proactive during buffet which is amazing Specially would like to thank mr shaheen for his hospitality during the stay.,"staff, buffet, hospitality",0.5464255809783936
"If you wanna try the buffet at a cheap price you can go to this restaurant .Its a very beautiful ,stunning and gorgeous place....i like very much about every food in the western house ..This is one of the most unique restaurent very much...","place, food, buffet, price",0.5899591445922852
Plethora of amazing food and cordial service of Mr.Rubel & Mr.Sagor...extremely grateful for their wonderful hospitality,"food, service",0.3165309429168701
The food is fantastic. Unbelievable and awesome. The service personnel Mr. RUBEL AND Mr. MOIN have given excellent service.,"food, service personnel",0.35793232917785645
Experienced different cuisines with varying items. Foods were fresh and tasty. The staffs were pretty well behaved. Me and my wife definitely enjoyed our time.,"staffs, foods, cuisines, items",0.7205626964569092
Rubel and Shagor were very hospitable with their service and provided us a wide selection of foods from the buffet that were both delicious and varied.,"service, foods, buffet",0.506511926651001
Food was good and plenty of option to choice from . Hospitality and service was also nice. Behaviour of the restaurant staff was also cordial. Satisfied with their service.,"Food, service, staff, service",0.5960781574249268
Good customer service. Mr. Rubel very much gentle & good service. Food quality was good. But hard drink is over price.,"customer service, Food quality, drink, service",0.6653716564178467
Seasonal taste is very nice Restaurant in Dhaka city.Service staff Mr.Rubel he give us very good service.we are very happy his behaviors.Food was very good.we are come again and again.,"Service staff, Food, Service, behaviors",0.6277904510498047
Great selection.very attentive service. Falguni took good care of us. Grilled basa fish was very excellent. Come again,"selection, service, basa fish",0.5237331390380859
"We enjoying lot. Excellent Environment. Food is also good. Service is very nice, server was so friendly. We will be here again fot this type of service.","Environment, Food, server, service",0.5231256484985352
The service of the team is excellent. All of them are very cordial and helpful. They were always smiling and asking whether we are in need of something. Food quality is exceptional.,"service, team, food quality",0.47516679763793945
It was a excellent dinner with my friend.We enjoyed a lot.Staff are very friendly specially the staff clinton was very nice.,"dinner, staff",0.35820913314819336
Food was really good and tasty. Service was prompt. I generally arrange business meeting here regularly and my client also enjoys their environment. All the best to Weston team.,"Food, Service, environment",0.4761965274810791
"The food and the ambiance of the restraunt was simply amazing. Also the staff members, especially Mr.Rubel will make sure that you and your loved ones have a wonderful time here.","food, ambiance, staff members",0.5370631217956543
"It was a really good food and also environment. I like to shasimi , grill item . it's really a fresh food . Thank you falguni & Rafiq vi for ur service","food, service, shasimi , grill item",0.7862701416015625
Food was excellent and loved their service. Mr. Rubel & Mr. Firoz were of great help and served us pretty well. Very Satisfied,"Food, service",0.35817408561706543
It was a great experience. Menu selection is incredible. Mr Rubel attended us. His service is praiseworthy.,"Menu selection, service",0.3656628131866455
Food item is tasty. Mr. Rubel service was excellent. Environment was silence and good. My family also appreciate your service.,"Food item, service, environment",0.5299272537231445
Food was exquisite and delicious. Loved the service and also the complimentary pool access. Service provided especially by Mr. Rubel was good.,"Food, service, pool access, Service",0.6407980918884277
Service was so nice and specially Mr rubel serve and treat us so professionally and gave us good service! Hopefully we come again 🥰🎉,"Service, serve",0.299086332321167
I always like the ambiance and hospitality in Westin and their food is always to remember..! As of today’s brunch we had a great time here and food is so tasty and dessert is so good..! Love the staffs behaviour special Mr. Rubel who’s there...More,"ambiance, food, dessert, staffs",0.7015824317932129
The food was excellent. The service was also incredible mr Rubel give us very good service we are happy,"food, service",0.296999454498291
Thank you for the good service Falguni for her attention and good hospitality. I like all the food especially desserts.,"service, desserts, food",0.46822118759155273
Service and food are both great. Falguni is so attentive and friendly that we felt really well taken care of . Definitely came back again,"Service, food",0.30245018005371094
Food just awesome. Thank you for the good service. Falguni thank you for your patience and attention and also thank you for your hospitality. I like beef curry and also like too desert. again thank you Falguni . We will came again,"Food, service, beef curry, desert",0.7269682884216309
Very nice buffet and also good service. Thanks to Falguni she is very professional and good server and always smile. Mutton dum biryani was fantastic and also prawn tempura. Definitely we will came back again.,"buffet, service, Mutton dum biryani, prawn tempura, server",1.2923040390014648
The food was delicious with multi-cuisine variety. The service is top-notch. Highly recommended for brunch and dinner.,"food, service, brunch, dinner",0.5920450687408447
Food just awesome. i love food. seasonal taste restaurant all food my favourite .........wow service excellent ms Ishrat and didar thanks,"Food, service",0.3595116138458252
"Seasonal taste restaurant food just wow I love Tempura ,,, Excellent service.spacial thanks,ms Ishrat","food, service",0.3015861511230469
Excellent service.very good food.we are enjoying servers us Mr Rubel and sahin and john.we are very happy.,"service, food, servers",0.43944859504699707
Taste is best resturant ever for brekfast ever with varieties items. Served by rubel. He was great too.,"brekfast, served",0.41436314582824707
Really it is so delightful dinning in seasonal tastes. Their food is so tasty. Associates are friendly & helpful.,"food, Associates",0.3512592315673828
Great service by Rubel bro and great food. Place is good and Cozy. Environment is okay. Festive mood 👍,"service, food, place, Environment",0.5741314888000488
Good experience at The Westin Dhaka because Food Quality very Good and mostly thank you hostess Falguni and Mr.Rafiq for humble behaviour and good service. I am very Happy today. Highly recommended.,"Food Quality, hostess Falguni, service, Mr.Rafiq",1.1400158405303955
Undoubtedly westin is one of the best hotel in town also the restaurant seasonal taste is served best buffet in entire city. From server to counter each and every person of this hotel is just awesome. They are so overwhelming and caring for the guest...More,"server, counter, person, hotel, buffet, served",0.8225991725921631
Good ambiance with quality food ! Thanks to Mr Rubel & Firoz for great service . Enjoyed our lunch !,"ambiance, food, service, lunch",0.6173238754272461
After a long time enjoyed the buffet brunch at The Westin. Food was extremely tasty. Mr Rubel greeted and served us well! Kudos!,"buffet brunch, Food, served",0.59157395362854
Excellent brunch! The sushi and sashimi station were fresh and the desserts were top notch. We were taken care by Mr. Rubel and Mr. Shagor and they were great hosts. Would love to come again!,"brunch, sushi and sashimi station, desserts, hosts",1.0849263668060303
Food was excellent. The hostess falguni was very friendly and nice welcoming. Prown tempura was too much testy. The service was excellent. Thanks again falguni for suggests us. Highly recommend,"Food, hostess, service, tempura",0.7061576843261719
Their service was really expressive. Thier hostess Falguni assist us.Thanks to her. The service by rafiq was excellent. Really thank you to all . I like the BBQ chicken and halim . Highly recommended.,"service, hostess, service, BBQ chicken, halim",0.8813347816467285
"Great atmosphere, Amazing staff, friendly and professional. Special thank You to rafiq who give me great service And as well to Falguni for the nice welcoming and great service. Highly recommended.","atmosphere, staff, service",0.538325309753418
Very nice place.Everything was excellent.We enjoyed a lot.Basically the grilled saction.Staff are very helpful.,"place, staff, grilled saction",0.6029295921325684
It was a fantastic lunch at westin dhaka seasonal tastes restaurant.Staff are very friendly.excellent.,"lunch, Staff",0.3616490364074707
"Food was good. Huge quantity and variety. Their behaviour is very overwhelming.Nice interior, hygiene was maintained strongly. Dessert items were amazing and very tasty","Food, quantity, variety, interior, dessert items",0.817734956741333
"Food and behaviour was really good, satisfied with behaviour and food. All of their food was good and wanna come again","Food, behaviour, food",0.49785518646240234
After long time at taste. Wow sushi and dumping. Osume .I enjoy dessert also. Nice service. I will be back,"sushi, dessert, service",0.6024928092956543
"Overall all food was excellent. Falling was great welcoming to us. The service provide by Rafiq , Clinton was very good . Highly recommended","food, service",0.30743885040283203
"Very good ambiance and food. I liked the taste, specially the meats! Loved the fruit section tooo! Will visit again!","ambiance, food, meats, fruit section",0.7067103385925293
Great food! As usual excellent quality and variety. Mr. Rubel gave an amazing service! I’d recommend Westin again and again,"food, quality, variety, service",0.5479466915130615
"All food was excellent. Personally i like to hariyali biriyani. Nihari, paper , mashrom kabab, hot chocolate pudding. Host Falguni was very smiling and nice welcoming . The great Service by rafiq vi. Highly recommend","food, hariyali biriyani, nihari, paper , mashrom kabab, hot chocolate pudding, Service, host Falguni, Service, rafiq vi",2.672304391860962
The food was fresh and tasty as usual. I guess I would prefer a bit more variety. The service provided by Rubel was excellent.,"food, service",0.30187416076660156
The food quality was good. The service was awesome. Espeically The service of Mr. Rubel was great. Thanks.,"food quality, service, service",0.4744133949279785
All good was very delicious by personally I like to Mutton nehari. All desert was very good. Falguni was suggested me delicious food Thank you Falguni Highly recommend,"food, Mutton nehari, desert",0.6529948711395264
The food was very delicious. personally I like to lamb paya with black paper. All desert was delicious. Highly recommend.All the staff are good bt Falguni and Moni extremely appreciatable. Highly recommend,"food, lamb paya with black paper, desert, staff",0.8851127624511719
"Delicious food, great decoration, friendly staffs as well as ambient environment. Highly recommend. Host falguni was extremely helpful and smiling. She suggested me some delicious food","food, decoration, staffs, ambient environment, Host falguni",1.067150354385376
The food was excellent. The host falguni was very charming and smiling. Great service by rafiq vi . Personally I like to shasimi and Grilled item .,"food, host, service, shasimi, Grilled item",0.9042835235595703
We had lunch at Seasonal Taste. Each of the items is very good. Dessert items are especially yammi. Waitor Rubel’s service was very satisfactory.,"lunch, items, dessert items, Waitor Rubel’s service",1.069709062576294
"The food and ambience was very satisfying. The choice of salad and grill was delicious. The hostess, Falguni, was extremely helpful and smiling. She is eager to satisfy the customer.","food, ambience, hostess, salad, grill",0.8258185386657715
Great food and really friendly service by all the staff members especially Rubel our server. Would love to come back again.,"food, service, staff members, server",0.5847446918487549
"Our all time favourite buffet in town. Always with the most varied spread including excellent Sushi Sashimi. The staff in the restaurant is very very hospitable. I love their grill section where you can select your fish, prawn and meat and the extensive salad corner...More","staff, fish, prawn, meat, salad corner, Sushi Sashimi",1.2336657047271729
It was a good dinner. Their food as always best. We are very much happy with their behavior & service. Thank you . specially Mr jubayer and Mr Rafiq was so friendly . We are So happy at all,"dinner, food, service, Mr jubayer, Mr Rafiq",1.0457866191864014
"Food is so tasty and service of there staff Rubel, Shahin , Sagar & Feroz is extremely appreciatble . I wish them all success","Food, service, staff",0.5010275840759277
Amazing food and service. Rubel and Sagor were great and overall a very pleasing experience. Would definitely recommend the Westin service team for their hospitality.,"food, service, service team",0.48259806632995605
"The service was good, rubel, shahin, feroz bhai were very prompt at hospitality! Liked their lamb stir fry the most!","service, lamb stir fry, rubel, shahin, feroz bhai",1.370673656463623
An amazing experience with great service from the service team specially Rubel bhai. Foo was wonderful and much welcoming.,"service, service team, Foo",0.5737917423248291
"The food is top notch and the service that we received from Mr Rubel is praise worthy! Well done , Westin","food, service",0.2999610900878906
"Everything was splendid, starting from the appetiser to the deserts. Last but not least, Waiter Rubel was very sweet and well behaved","appetiser, deserts, Waiter",0.6889791488647461
"Excellent food ,as good like beginning.Praise worthy service by Mr rubel and his team.Enviornement and atmosphere is perfect for family dinning.Highly recommended !!","food, service, enviornement, atmosphere, dinning",0.8889656066894531
Excellent food menu. Desserts were of very good quality. Rafiq bhai and Falguni were great hosts. Will come back again.,"food menu, desserts, hosts",0.5448908805847168
It was a excellent dinner at seasonal tastes. The service was good and everybody is very comparative. Nice welcoming.so I'm come back again. Falguni also very friendly and comparative. Thank you Falguni for suggest me a good food item,"dinner, service, food item",0.564018726348877
Excellent desert item... overall nice best of luck for everything.. Nice and friendly behavior...rubel and muyeen,"desert item, behavior",0.41617894172668457
Great service & hospitality..loved their behaviour & food quality was amazing Great service from to Mr.Rubel & Mr. Shaheen,"service, food quality",0.3562190532684326
The food tasting was very good .the salmon sushi&shasmi really amazing.I loved very much enjoy the buffet dinner.server the are very much friendly.,"food tasting, salmon sushi&shasmi, buffet dinner, server",1.2650489807128906
Service is too good with Mr. Rubel & food is fantastic & delicious… ❤️❤️❤️ Wanna try again & again 😊😊,"Service, food",0.3036494255065918
Food is best in Dhaka. Survive is good. Nice view and location. Easy to move and travel anywhere frequently,"Food, view, location",0.477431058883667
we are very happy.service staff Mr sahin Mr Rubel Mr Sagor they give us very good service.food is very delicious.,"service staff, food, service",0.4752953052520752
"excellent service from Rubel, sahin and Sagor. food quality was good. the enveiornment of seasonal taste is upto the mark. had a good time with frirnds and family.","service, food quality, enveiornment",0.7186298370361328
"We came for the brunch at Westin Dhaka at Seasonal Taste, the foods were delicious as always and it also has an outstanding service by Mr. Rubel and Mr. Sagor! And their Chef too! Keep up the good work! Cheers! Alhamdulliah!","foods, service, Chef",0.5485475063323975
The food was awesome today in Lunch..very generous amount of sushi served.Rubel was nice and served us well.,"food, sushi, served, Rubel",0.7302846908569336
The food and ambiance was very good. The service provided by Rubel and Sagor was excellent. We feel to like to come again to this place.,"food, ambiance, service",0.49320149421691895
Nice food & nice service as well. @Rubel & Mithila was nice. I recommend to go for a lunch buffet. ❤️,"food, service, lunch buffet",0.5555567741394043
It was a great dinner . The food was very delicious. Roasted beef ribs was the best food . It was fresh and I enjoy it . Overall excellent presentation. Excellent Welcoming. thank you falguni for nice introduction food,"dinner, food, food, food, presentation, Welcoming",0.9083173274993896
Food was good. Grilled prawn was good. Carving emaging. Frindy staff all overe exelant dessart very tasty,"Food, Grilled prawn, Carving emaging, staff, dessart",1.155808687210083
Wow it's fantastic time with friends and family . Enjoy a lot . Foods was fantastic. It's best buffet this town.,"Foods, buffet",0.49419403076171875
"All over Experience was good. Which I like the most about the food is nihari, ice-cream, hilsa curry... Staff behavior is nice and helpful 🙂","food, nihari, ice-cream, hilsa curry, Staff",1.2017624378204346
Fast time in taste- moin -welcomeing us. He is verry cooperative and friendly. Signature Dishes is imaging. I love tast and i will ba Again in tast.bakalaba wow durk bhuna wow thanks moin,"Signature Dishes, tast, bakalaba wow durk bhuna",1.1436567306518555
"Today well are visited the Westin dhaka at the frist time. Well are enjoy the day... It was amazing day ever... I enjoyed every dishes.. This dishes taste just amazing.... Especially soup, fish fry, salad and also desert... I just loved it Moin specially take...More","dishes, soup, fish fry, salad, desert",0.8302066326141357
Excellent service with great food. Highly recommend server Rubel.The hotel itself is certainly nice.,"service, food, server",0.4155845642089844
"Great food and service. Wonderful ambiance for a nice dinner date. The sushi and the lamb roast were top notch, so were the desserts. Pretty much ticks every box when it comes to a fine dining experience. Definitely would recommend.","food, service, ambiance, sushi, lamb roast, desserts, dining",1.2911555767059326
It was a great experience for me to dine at Westin Dhaka seasonal tastes restaurant.everything was fantastic.,noaspectterm,0.3683633804321289
Nice food at the westin dhaka. Service was very friendly.embience was charming overall excellent.nice.,"food, Service, embience",0.4783446788787842
My always favurite lunch The westin dhaka seasonal tastes restaurant.I always enjoy with my family.lvely.,lunch,0.24005508422851562
What a lunch buffet at westin dhaja.There are so many food specially the grilled saction wea lovely.nice,"lunch buffet, food, grilled saction",0.7575998306274414
Best lunch in Dhaka city.Service was very friendly.The food was great.embience was charming. I enjoyed.,"Service, food, embience, lunch",0.5878832340240479
It was a fanrastic lunch at seasonal tastes restaurant ar westin dhaka.Food was excellent.The staff are very friendly.,"lunch, Food, staff",0.48399806022644043
"Wonderful Iftar arrangement , so many items , so many varieties And above all excellent service by the staff who are well trained and well mannered. I must appreciate all staffs and Mr. Rafiqul Islam is great in taking care of the guests like me....More","Iftar arrangement, staff, service, staffs, Mr. Rafiqul Islam",1.1917376518249512
The food quality is really good and the service is also remarkable. But you should add one cold drink in the section and may reduce one juice option. Thank you.,"food quality, service, cold drink, juice option",0.72524094581604
"Amazed at the spread of high quality food, excellent environment & super friendly staff & chefs. Very highly recommend. A must visit for dinner with close ones.","food, environment, staff, chefs, dinner",0.7302360534667969
I was great service by Rubel he was so cooperative.and food was also good.enviroment was also calm and cool,"service, food, enviroment",0.5376327037811279
It was good experience to having lunch with family. We love quality of the food. We enjoyed everything. It was nice and so perfect. Good service by sumona,"lunch, quality of the food, service",0.6506493091583252
"We had a fabulous dinner at westin restaurant tastes. The food was really good and fresh! One of my favorite places for dinner in Bangladesh. The ambiance was nice, so was the service of staffs. I would highly recommend this place for luxury dinner .","dinner, food, ambiance, service, staffs",0.8585002422332764
Excellent delicious food and hospitality. I visited the restaurant on our independent day and the manue was excellent,"food, manue",0.35895609855651855
The ambience was wonderful and calm. The variety of items were vast and the food tasted really good.,"ambience, variety of items, food",0.5879650115966797
Outstanding buffet in Dhaka. We really like and enjoy the buffet. Their swimming pool is also good. We enjoyed a lot to having tgeir brunch. Best brunch in town i have ever had,"buffet, swimming pool, brunch",0.5828170776367188
Best buffet in town. Ice cream was so good. My children are really enjoyed this buffet. Also swimming pool is so good,"buffet, Ice cream, swimming pool",0.5912282466888428
This place good to have dinner becoz there service was good and food was excitant. We hope we come again.,"service, dinner, food",0.4100816249847412
"Great place to have dinner.The food was excellent, also served was very good. Good environment to have dinner.","food, dinner, served, environment",0.5268349647521973
"This is my favourite restaurant in dhaka city.The food was always fantastic absolutely lovely. Also there service great and always efficient. Good Hospitality by sumona,keep up always.","food, service, Hospitality",0.5023441314697266
"Yes one of the best restaurants in city.Because good environment and provide best foods in buffet. We love there carving. Mutton biriani , stak items.Hamid very caring us and efficient service by Hamid.","environment, foods in buffet, carving, Mutton biriani , stak items, service",1.3694734573364258
The food was very good. The service was excellent. I really enjoyed it. The only food that I didn't like was the Rib-Eye Steak. It was too overcooked and it was hard to swallow. But beside that everything was very good.,"food, service, Rib-Eye Steak",0.7569723129272461
A very quality restaurant indhaka.frindly staff &provide excilant food.very good service by hamid.keep up it always.,"staff, food, service",0.41175079345703125
Recently visited.. Nice location.Tried mutton nihari it was really good.loved it👌friendly staff and great service.,"location, mutton nihari, staff, service",0.7577619552612305
Food is good.Nice environment. MR.Moin very helpful with us.Oveall is good. Specially Nehari is delicious.,"Food, environment, Nehari",0.6244690418243408
We enjoy there buffet lunch. Delicious carvings and grill items. All excellent in every way. We back again.,"buffet lunch, carvings, grill items",0.7723627090454102
Their service was excellent.. I enjoyed the nehari tonight. My kid enjoyed the desert. I love westin.,"service, nehari, desert",0.5626888275146484
"Excrllent food, really enjoyed it no complaints. Will definitely refer to friends and family. The environment and services are great too.","food, environment, services",0.4121549129486084
We enjoyed so much in here. There are so beautiful place and delicious food.So i ruquest you all come here just one time..great service by sumona.,"place, food, service",0.4110581874847412
Food was good and service also excellent. Please keep continue your services like this. Special thanks to Mr. Rubel his service was excellent.,"Food, service",0.35550498962402344
Food is excellent. Service is also excellent. Mr. Rubel give us very good service. Really happy with your food and service.,"Food, Service, Service",0.4688742160797119
Great service by Rubel. Guided to enjoy various taste of food. He was vigilant for our need of 14 people.,"service, food",0.31404781341552734
