raw_text,aspectTerm,predicted_sentiment,inference_time
Food just awesome. i love food. seasonal taste restaurant all food my favourite .........wow service excellent ms Ishrat and didar thanks,"Food, service","positive, positive",0.4978609085083008
"Seasonal taste restaurant food just wow I love Tempura ,,, Excellent service.spacial thanks,ms Ishrat","food, service","positive, positive",0.5100021362304688
Excellent service.very good food.we are enjoying servers us Mr Rubel and sahin and john.we are very happy.,"service, food, servers","positive, positive, positive",0.7494766712188721
Taste is best resturant ever for brekfast ever with varieties items. Served by rubel. He was great too.,"brekfast, served","positive, positive",0.4950881004333496
Really it is so delightful dinning in seasonal tastes. Their food is so tasty. Associates are friendly & helpful.,"food, Associates","positive, positive",0.4985959529876709
Great service by Rubel bro and great food. Place is good and Cozy. Environment is okay. Festive mood 👍,"service, food, place, Environment","positive, positive, positive, neutral",1.018366813659668
Good experience at The Westin Dhaka because Food Quality very Good and mostly thank you hostess Falguni and Mr.Rafiq for humble behaviour and good service. I am very Happy today. Highly recommended.,"Food Quality, hostess Falguni, service, Mr.Rafiq","positive, positive, positive, positive",1.0233752727508545
Undoubtedly westin is one of the best hotel in town also the restaurant seasonal taste is served best buffet in entire city. From server to counter each and every person of this hotel is just awesome. They are so overwhelming and caring for the guest...More,"server, counter, person, hotel, buffet, served","positive, positive, positive, positive, positive, positive",1.4687504768371582
Good ambiance with quality food ! Thanks to Mr Rubel & Firoz for great service . Enjoyed our lunch !,"ambiance, food, service, lunch","positive, positive, positive, positive",0.9747214317321777
After a long time enjoyed the buffet brunch at The Westin. Food was extremely tasty. Mr Rubel greeted and served us well! Kudos!,"buffet brunch, Food, served","positive, positive, positive",0.7410271167755127
Excellent brunch! The sushi and sashimi station were fresh and the desserts were top notch. We were taken care by Mr. Rubel and Mr. Shagor and they were great hosts. Would love to come again!,"brunch, sushi and sashimi station, desserts, hosts","positive, positive, positive, positive",0.9742512702941895
Food was excellent. The hostess falguni was very friendly and nice welcoming. Prown tempura was too much testy. The service was excellent. Thanks again falguni for suggests us. Highly recommend,"Food, hostess, service, tempura","positive, positive, positive, negative",0.9220621585845947
Their service was really expressive. Thier hostess Falguni assist us.Thanks to her. The service by rafiq was excellent. Really thank you to all . I like the BBQ chicken and halim . Highly recommended.,"service, hostess, service, BBQ chicken, halim","positive, positive, positive, positive, positive",1.2667903900146484
"Great atmosphere, Amazing staff, friendly and professional. Special thank You to rafiq who give me great service And as well to Falguni for the nice welcoming and great service. Highly recommended.","atmosphere, staff, service","positive, positive, positive",0.7539205551147461
Very nice place.Everything was excellent.We enjoyed a lot.Basically the grilled saction.Staff are very helpful.,"place, staff, grilled saction","positive, positive, positive",0.7283854484558105
It was a fantastic lunch at westin dhaka seasonal tastes restaurant.Staff are very friendly.excellent.,"lunch, Staff","positive, positive",0.48270702362060547
"Food was good. Huge quantity and variety. Their behaviour is very overwhelming.Nice interior, hygiene was maintained strongly. Dessert items were amazing and very tasty","Food, quantity, variety, interior, dessert items","positive, positive, positive, positive, positive",1.2218286991119385
"Food and behaviour was really good, satisfied with behaviour and food. All of their food was good and wanna come again","Food, behaviour, food","positive, positive, positive",0.7395048141479492
After long time at taste. Wow sushi and dumping. Osume .I enjoy dessert also. Nice service. I will be back,"sushi, dessert, service","positive, positive, positive",0.7556278705596924
"Overall all food was excellent. Falling was great welcoming to us. The service provide by Rafiq , Clinton was very good . Highly recommended","food, service","positive, positive",0.4856264591217041
"Very good ambiance and food. I liked the taste, specially the meats! Loved the fruit section tooo! Will visit again!","ambiance, food, meats, fruit section","positive, positive, positive, positive",0.9829816818237305
Great food! As usual excellent quality and variety. Mr. Rubel gave an amazing service! I’d recommend Westin again and again,"food, quality, variety, service","positive, positive, positive, positive",0.9745380878448486
"All food was excellent. Personally i like to hariyali biriyani. Nihari, paper , mashrom kabab, hot chocolate pudding. Host Falguni was very smiling and nice welcoming . The great Service by rafiq vi. Highly recommend","food, hariyali biriyani, nihari, paper , mashrom kabab, hot chocolate pudding, Service, host Falguni, Service, rafiq vi","positive, positive, positive, positive, positive, positive, positive, positive, positive, positive",2.4882004261016846
The food was fresh and tasty as usual. I guess I would prefer a bit more variety. The service provided by Rubel was excellent.,"food, service","positive, positive",0.4937739372253418
The food quality was good. The service was awesome. Espeically The service of Mr. Rubel was great. Thanks.,"food quality, service, service","positive, positive, positive",0.7304174900054932
All good was very delicious by personally I like to Mutton nehari. All desert was very good. Falguni was suggested me delicious food Thank you Falguni Highly recommend,"food, Mutton nehari, desert","positive, positive, positive",0.7337627410888672
The food was very delicious. personally I like to lamb paya with black paper. All desert was delicious. Highly recommend.All the staff are good bt Falguni and Moni extremely appreciatable. Highly recommend,"food, lamb paya with black paper, desert, staff","positive, positive, positive, positive",0.9729223251342773
"Delicious food, great decoration, friendly staffs as well as ambient environment. Highly recommend. Host falguni was extremely helpful and smiling. She suggested me some delicious food","food, decoration, staffs, ambient environment, Host falguni","positive, positive, positive, positive, positive",1.221686601638794
The food was excellent. The host falguni was very charming and smiling. Great service by rafiq vi . Personally I like to shasimi and Grilled item .,"food, host, service, shasimi, Grilled item","positive, positive, positive, positive, positive",1.2668979167938232
We had lunch at Seasonal Taste. Each of the items is very good. Dessert items are especially yammi. Waitor Rubel’s service was very satisfactory.,"lunch, items, dessert items, Waitor Rubel’s service","neutral, positive, positive, positive",0.9895627498626709
"The food and ambience was very satisfying. The choice of salad and grill was delicious. The hostess, Falguni, was extremely helpful and smiling. She is eager to satisfy the customer.","food, ambience, hostess, salad, grill","positive, positive, positive, positive, positive",1.2215900421142578
Great food and really friendly service by all the staff members especially Rubel our server. Would love to come back again.,"food, service, staff members, server","positive, positive, positive, positive",0.9768362045288086
"Our all time favourite buffet in town. Always with the most varied spread including excellent Sushi Sashimi. The staff in the restaurant is very very hospitable. I love their grill section where you can select your fish, prawn and meat and the extensive salad corner...More","staff, fish, prawn, meat, salad corner, Sushi Sashimi","positive, positive, positive, positive, positive, positive",1.4968829154968262
It was a good dinner. Their food as always best. We are very much happy with their behavior & service. Thank you . specially Mr jubayer and Mr Rafiq was so friendly . We are So happy at all,"dinner, food, service, Mr jubayer, Mr Rafiq","positive, positive, positive, positive, positive",1.2532546520233154
"Food is so tasty and service of there staff Rubel, Shahin , Sagar & Feroz is extremely appreciatble . I wish them all success","Food, service, staff","positive, positive, positive",0.734856128692627
Amazing food and service. Rubel and Sagor were great and overall a very pleasing experience. Would definitely recommend the Westin service team for their hospitality.,"food, service, service team","positive, positive, positive",0.732475996017456
"The service was good, rubel, shahin, feroz bhai were very prompt at hospitality! Liked their lamb stir fry the most!","service, lamb stir fry, rubel, shahin, feroz bhai","positive, positive, positive, positive, positive",1.2259998321533203
An amazing experience with great service from the service team specially Rubel bhai. Foo was wonderful and much welcoming.,"service, service team, Foo","positive, positive, positive",0.7461552619934082
"The food is top notch and the service that we received from Mr Rubel is praise worthy! Well done , Westin","food, service","positive, positive",0.4826827049255371
"Everything was splendid, starting from the appetiser to the deserts. Last but not least, Waiter Rubel was very sweet and well behaved","appetiser, deserts, Waiter","positive, positive, positive",0.7219176292419434
"Excellent food ,as good like beginning.Praise worthy service by Mr rubel and his team.Enviornement and atmosphere is perfect for family dinning.Highly recommended !!","food, service, enviornement, atmosphere, dinning","positive, positive, positive, positive, positive",1.2034132480621338
Excellent food menu. Desserts were of very good quality. Rafiq bhai and Falguni were great hosts. Will come back again.,"food menu, desserts, hosts","positive, positive, positive",0.7282154560089111
It was a excellent dinner at seasonal tastes. The service was good and everybody is very comparative. Nice welcoming.so I'm come back again. Falguni also very friendly and comparative. Thank you Falguni for suggest me a good food item,"dinner, service, food item","positive, positive, positive",0.7454168796539307
Excellent desert item... overall nice best of luck for everything.. Nice and friendly behavior...rubel and muyeen,"desert item, behavior","positive, positive",0.4884319305419922
Great service & hospitality..loved their behaviour & food quality was amazing Great service from to Mr.Rubel & Mr. Shaheen,"service, food quality","positive, positive",0.48813772201538086
The food tasting was very good .the salmon sushi&shasmi really amazing.I loved very much enjoy the buffet dinner.server the are very much friendly.,"food tasting, salmon sushi&shasmi, buffet dinner, server","positive, positive, positive, positive",0.9727015495300293
Service is too good with Mr. Rubel & food is fantastic & delicious… ❤️❤️❤️ Wanna try again & again 😊😊,"Service, food","positive, positive",0.4836606979370117
Food is best in Dhaka. Survive is good. Nice view and location. Easy to move and travel anywhere frequently,"Food, view, location","positive, positive, positive",0.7371578216552734
we are very happy.service staff Mr sahin Mr Rubel Mr Sagor they give us very good service.food is very delicious.,"service staff, food, service","positive, positive, positive",0.7369554042816162
"excellent service from Rubel, sahin and Sagor. food quality was good. the enveiornment of seasonal taste is upto the mark. had a good time with frirnds and family.","service, food quality, enveiornment","positive, positive, positive",0.7372603416442871
"We came for the brunch at Westin Dhaka at Seasonal Taste, the foods were delicious as always and it also has an outstanding service by Mr. Rubel and Mr. Sagor! And their Chef too! Keep up the good work! Cheers! Alhamdulliah!","foods, service, Chef","positive, positive, positive",0.7253377437591553
The food was awesome today in Lunch..very generous amount of sushi served.Rubel was nice and served us well.,"food, sushi, served, Rubel","positive, positive, positive, positive",0.9772696495056152
The food and ambiance was very good. The service provided by Rubel and Sagor was excellent. We feel to like to come again to this place.,"food, ambiance, service","positive, positive, positive",0.7537736892700195
Nice food & nice service as well. @Rubel & Mithila was nice. I recommend to go for a lunch buffet. ❤️,"food, service, lunch buffet","positive, positive, positive",0.729928731918335
It was a great dinner . The food was very delicious. Roasted beef ribs was the best food . It was fresh and I enjoy it . Overall excellent presentation. Excellent Welcoming. thank you falguni for nice introduction food,"dinner, food, food, food, presentation, Welcoming","positive, positive, positive, positive, positive, positive",1.5005767345428467
Food was good. Grilled prawn was good. Carving emaging. Frindy staff all overe exelant dessart very tasty,"Food, Grilled prawn, Carving emaging, staff, dessart","positive, positive, positive, positive, positive",1.2151098251342773
Wow it's fantastic time with friends and family . Enjoy a lot . Foods was fantastic. It's best buffet this town.,"Foods, buffet","positive, positive",0.48516058921813965
"All over Experience was good. Which I like the most about the food is nihari, ice-cream, hilsa curry... Staff behavior is nice and helpful 🙂","food, nihari, ice-cream, hilsa curry, Staff","positive, positive, positive, positive, positive",1.235673427581787
Fast time in taste- moin -welcomeing us. He is verry cooperative and friendly. Signature Dishes is imaging. I love tast and i will ba Again in tast.bakalaba wow durk bhuna wow thanks moin,"Signature Dishes, tast, bakalaba wow durk bhuna","positive, positive, positive",0.7591521739959717
"Today well are visited the Westin dhaka at the frist time. Well are enjoy the day... It was amazing day ever... I enjoyed every dishes.. This dishes taste just amazing.... Especially soup, fish fry, salad and also desert... I just loved it Moin specially take...More","dishes, soup, fish fry, salad, desert","positive, positive, positive, positive, positive",1.2310442924499512
Excellent service with great food. Highly recommend server Rubel.The hotel itself is certainly nice.,"service, food, server","positive, positive, positive",0.7600584030151367
"Great food and service. Wonderful ambiance for a nice dinner date. The sushi and the lamb roast were top notch, so were the desserts. Pretty much ticks every box when it comes to a fine dining experience. Definitely would recommend.","food, service, ambiance, sushi, lamb roast, desserts, dining","positive, positive, positive, positive, positive, positive, positive",1.753967046737671
It was a great experience for me to dine at Westin Dhaka seasonal tastes restaurant.everything was fantastic.,noaspectterm,neutral,0.2416527271270752
Nice food at the westin dhaka. Service was very friendly.embience was charming overall excellent.nice.,"food, Service, embience","positive, positive, positive",0.7313239574432373
My always favurite lunch The westin dhaka seasonal tastes restaurant.I always enjoy with my family.lvely.,lunch,positive,0.24916601181030273
What a lunch buffet at westin dhaja.There are so many food specially the grilled saction wea lovely.nice,"lunch buffet, food, grilled saction","positive, positive, positive",0.7401878833770752
Best lunch in Dhaka city.Service was very friendly.The food was great.embience was charming. I enjoyed.,"Service, food, embience, lunch","positive, positive, positive, positive",0.979215145111084
It was a fanrastic lunch at seasonal tastes restaurant ar westin dhaka.Food was excellent.The staff are very friendly.,"lunch, Food, staff","positive, positive, positive",0.7338929176330566
"Wonderful Iftar arrangement , so many items , so many varieties And above all excellent service by the staff who are well trained and well mannered. I must appreciate all staffs and Mr. Rafiqul Islam is great in taking care of the guests like me....More","Iftar arrangement, staff, service, staffs, Mr. Rafiqul Islam","positive, positive, positive, positive, positive",1.2260169982910156
The food quality is really good and the service is also remarkable. But you should add one cold drink in the section and may reduce one juice option. Thank you.,"food quality, service, cold drink, juice option","positive, positive, negative, negative",0.8628168106079102
"Amazed at the spread of high quality food, excellent environment & super friendly staff & chefs. Very highly recommend. A must visit for dinner with close ones.","food, environment, staff, chefs, dinner","positive, positive, positive, positive, neutral",1.2123842239379883
I was great service by Rubel he was so cooperative.and food was also good.enviroment was also calm and cool,"service, food, enviroment","positive, positive, positive",0.7445731163024902
It was good experience to having lunch with family. We love quality of the food. We enjoyed everything. It was nice and so perfect. Good service by sumona,"lunch, quality of the food, service","positive, positive, positive",0.7269396781921387
"We had a fabulous dinner at westin restaurant tastes. The food was really good and fresh! One of my favorite places for dinner in Bangladesh. The ambiance was nice, so was the service of staffs. I would highly recommend this place for luxury dinner .","dinner, food, ambiance, service, staffs","positive, positive, positive, positive, positive",1.251619577407837
Excellent delicious food and hospitality. I visited the restaurant on our independent day and the manue was excellent,"food, manue","positive, positive",0.49393701553344727
The ambience was wonderful and calm. The variety of items were vast and the food tasted really good.,"ambience, variety of items, food","positive, positive, positive",0.7446730136871338
Outstanding buffet in Dhaka. We really like and enjoy the buffet. Their swimming pool is also good. We enjoyed a lot to having tgeir brunch. Best brunch in town i have ever had,"buffet, swimming pool, brunch","positive, positive, positive",0.7248203754425049
Best buffet in town. Ice cream was so good. My children are really enjoyed this buffet. Also swimming pool is so good,"buffet, Ice cream, swimming pool","positive, positive, positive",0.7202520370483398
This place good to have dinner becoz there service was good and food was excitant. We hope we come again.,"service, dinner, food","positive, positive, positive",0.7481632232666016
"Great place to have dinner.The food was excellent, also served was very good. Good environment to have dinner.","food, dinner, served, environment","positive, positive, positive, positive",1.0038750171661377
"This is my favourite restaurant in dhaka city.The food was always fantastic absolutely lovely. Also there service great and always efficient. Good Hospitality by sumona,keep up always.","food, service, Hospitality","positive, positive, positive",0.735504150390625
"Yes one of the best restaurants in city.Because good environment and provide best foods in buffet. We love there carving. Mutton biriani , stak items.Hamid very caring us and efficient service by Hamid.","environment, foods in buffet, carving, Mutton biriani , stak items, service","positive, positive, positive, positive, positive, positive",1.4517900943756104
The food was very good. The service was excellent. I really enjoyed it. The only food that I didn't like was the Rib-Eye Steak. It was too overcooked and it was hard to swallow. But beside that everything was very good.,"food, service, Rib-Eye Steak","positive, positive, negative",0.6800529956817627
A very quality restaurant indhaka.frindly staff &provide excilant food.very good service by hamid.keep up it always.,"staff, food, service","positive, positive, positive",0.728323221206665
Recently visited.. Nice location.Tried mutton nihari it was really good.loved it👌friendly staff and great service.,"location, mutton nihari, staff, service","positive, positive, positive, positive",0.9729862213134766
Food is good.Nice environment. MR.Moin very helpful with us.Oveall is good. Specially Nehari is delicious.,"Food, environment, Nehari","positive, positive, positive",0.7373206615447998
We enjoy there buffet lunch. Delicious carvings and grill items. All excellent in every way. We back again.,"buffet lunch, carvings, grill items","positive, positive, positive",0.7417623996734619
Their service was excellent.. I enjoyed the nehari tonight. My kid enjoyed the desert. I love westin.,"service, nehari, desert","positive, positive, positive",0.7345783710479736
"Excrllent food, really enjoyed it no complaints. Will definitely refer to friends and family. The environment and services are great too.","food, environment, services","positive, positive, positive",0.7388947010040283
We enjoyed so much in here. There are so beautiful place and delicious food.So i ruquest you all come here just one time..great service by sumona.,"place, food, service","positive, positive, positive",0.7286665439605713
Food was good and service also excellent. Please keep continue your services like this. Special thanks to Mr. Rubel his service was excellent.,"Food, service","positive, positive",0.49877309799194336
Food is excellent. Service is also excellent. Mr. Rubel give us very good service. Really happy with your food and service.,"Food, Service, Service","positive, positive, positive",0.7331256866455078
Great service by Rubel. Guided to enjoy various taste of food. He was vigilant for our need of 14 people.,"service, food","positive, neutral",0.4978365898132324
We had lunch taste restaurant! Food was good. Special live grill section are we enjoyed. love to besert .All satf are super nice and very caring. Overall it was a good experience.,"lunch, Food, live grill section, satf","positive, positive, positive, positive",0.9949624538421631
It is a very nice place for brunch in Dhaka city.There are variety of food.Excellent service.Everything good.,"place, food, service","positive, positive, positive",0.7413289546966553
"We had lunch at taste restaurant! We enjoyed every single items on buffet. Large of choice option of food. All staff are very friendly. This is Westin Hotel, Dhaka.","lunch, staff, food, buffet","neutral, positive, positive, positive",0.9918949604034424
Staff is really good friendly sagor is really a gentle man and good is good too. Thank you so much and good luck,"Staff, sagor","positive, positive",0.4799768924713135
"It was very good.. we enjoyed our dinner; the bbq beaf steak, prawn tempura, nihari (I think that’s what it was), salads were all good. Fuchka was average through but the desert was yummy… complementary chips for the kids was a good gesture.. will visit...More","bbq beaf steak, prawn tempura, nihari, salads, desert, chips","positive, positive, neutral, positive, positive, positive",1.4921011924743652
"We went to Seasonal Tastes to have lunch and had a lovely time! The ambience, food and service were all excellent. We hope to go back again sometime.","ambience, food, service, lunch","positive, positive, positive, neutral",0.981572151184082
Taste and Service was excellent. Ambient environment. Great hospitality and services given by Mr. Rubel.,"Taste, Service, Ambient environment, hospitality, services","positive, positive, positive, positive, positive",1.219665765762329
Very excellent and efficient service. This men Rubel is very helpful and sincere. We wish you good success in life.,service,positive,0.2447528839111328
It is really a nice place to enjoy food with family.Everything was excellent.Service was great.Fantastic.,"food, Service","positive, positive",0.49097776412963867
Had a family dinner with my two kids. The Pan Asian menu is rich and delicious. Our butler Rubel's service was impressive!,"Pan Asian menu, butler Rubel's service","positive, positive",0.489504337310791
"We came to visit as family gathering. Awesome food and service. Excellent dessert, specially the gurer cha made by Krishna 👍. Thanks to Sagor for the service. Highly recommend 👌.","food, service, dessert, gurer cha, service","positive, positive, positive, positive, positive",1.2393214702606201
The food was good but could have been better overall. Please improve your main course. The appetizer & dessert were good. mr rubel service staff he doing very good service.,"food, appetizer, dessert, service staff, main course, service","negative, positive, positive, positive, negative, positive",1.3460254669189453
Service food everything was satifactory. Service staff mr rubel attended us and his service was also very much frirndly and satisfactory we enjoyed food ss well as service,"Service, food, staff, service","positive, positive, positive, positive",0.9928011894226074
"Food and service is excellent. Daal mutton, Beef, prawn tempura is yaam 😊 I most like Tehari very much!","Food, service, Beef, prawn tempura, Tehari, Daal mutton","positive, positive, positive, positive, positive, positive",1.4992647171020508
I been in Westin Dhaka after a long time I am verry happy to meet all the super staff Ms. Shumona and Mr. Krishna. Been very helpfull as always. Thank you so very much.,staff,positive,0.264514684677124
"Excellent food, wonderful service, enjoyed a lot with my family, specially they welcome us very warmly, very satisfied with their service. Will definitely visit again.","food, service","positive, positive",0.5001847743988037
What a Branch. I had lots of items from buffet specially grilled items are too good & mr. Krishna is careing so much. I am really happy to mr. Krishna.,"buffet, grilled items","positive, positive",0.49315905570983887
Excellent service and beautiful place.they are very helpful.i am very happy.best service they are.thanks all,"service, place","positive, positive",0.4871549606323242
"We had lunch at Westin! The buffer are very good, food quality good. We enjoyed the delicious desserts!Firoj and sagor very caring us.","buffer, food quality, desserts, Firoj, sagor","positive, positive, positive, positive, positive",1.2178242206573486
We had lunch at buffet... Food quality good but quantity very less. We enjoyed every signal itam. All staff are very good and friendly. Sagor is very caring also Sumona very hospitable.Hope to see u aging.,"lunch, buffet, Food quality, staff, staff","neutral, neutral, positive, positive, positive",1.1987881660461426
Rubel Hasan is one of the best attending man to at our services. Food is really good. Special thanks to Rubel Hasan againm,"man to, Food, services","positive, positive, positive",0.7305874824523926
Very good place to spend time with family and their service is also very good during covid. It's worth to visit. Food taste is amazing.,"service, place, food taste","positive, positive, positive",0.7761778831481934
"We came here for buffet dinner at seasonal tastes. Food was good and service was excellent, particularly from Rafique. They also have great safe-distancing measures. Can be a bit pricey, but it’s worth it.","buffet dinner, Food, service, safe-distancing measures","neutral, positive, positive, positive",0.9983217716217041
The food and service was great! Safety precautions were followed properly. Will definitely visit the place again.,"food, service","positive, positive",0.5040335655212402
"It was a verynice restaurant I have ever seen.Everything was fastastic food was excellent,service was very good.","food, service","positive, positive",0.509432315826416
Absolutely loved their service! The server named jubaier was extremely nice and helpful. The managers were super nice as well! The food quality was top notch overall I can say I'm satisfied with everything! ❤,"service, server, managers, food quality","positive, positive, positive, positive",0.9876041412353516
Food was good.specilly sushi and biriany also mohalabia cake gur rosgolla Nice.execelent service. So friendly . helpful,"Food, sushi, biriany, mohalabia cake gur rosgolla, service","positive, positive, positive, positive, positive",1.2268249988555908
Food was excellent and so was the attentive service. Remember to try Rib Steak and the Mutton Nehari,"Food, attentive service, Rib Steak, Mutton Nehari","positive, positive, positive, positive",1.0184621810913086
Their service and food is still the best in Dhaka. Always look forward to visit westin. Properly maintain hygine and corona precautions.,"service, food, hygine, corona precautions","positive, positive, positive, positive",0.9850118160247803
"Environment is great, stuff specially Mr. Anis is very cordial , try his best for serve us, food is great but buffet drinks is not included.","Environment, stuff, food, buffet drinks, serve","positive, positive, positive, negative, positive",1.200103759765625
This is 2nd time Dinner in Seasonal teaste restaurant. Food presidents wow.Specially dessert. Best Dessert in Dhaka city. Service exec silent. Friendly. I Will be back. Specially moin so nice person. He take care me,"Food, dessert, Service","positive, positive, positive",0.7435967922210693
their food quality and behaviour is very good😍😍😍 especially their dessert item is awsome.love them whene we came in restaurant moin wellcome us.give advice about signature food. so friendly. all time take care our tabol. i will be back,"food quality, dessert item, signature food, tabol","positive, positive, positive, positive",0.9911377429962158
We have a greater time in seasonal taste.food was good and server was also Friendly.wish to come again.,"food, server","positive, positive",0.4886786937713623
"We are really impressed by Westin service,, All employees are so humble and generous specially Md.Moin,Md.Sagar,Anis. Seasonal taste all food is amazing.. We loved Gurer Rasmalai. We thank them very much Our visit was enjoyable..2022🙂🙂","service, employees, food, Gurer Rasmalai","positive, positive, positive, positive",0.967430830001831
The food and service was great . Especially Mr Moin was very friendly and took great care of us. I will be back again,"food, service","positive, positive",0.48876285552978516
All the items were really good..items were good in number .Enjoyed all the items especially sushi and the desserts.,"items, sushi, desserts","positive, positive, positive",0.7291371822357178
Best value of money Excellent hospitality Superior food quality Sitting arrangements are fantastic Friendly staffs All kind of foods available,"hospitality, food quality, staffs, foods","positive, positive, positive, positive",0.978832483291626
It was our 3rd visit with my family. Food variation is always different from others. Food taste and presentation is excellent. Restaurant Manager and staffs are really helpful and real hospitality minded. Specially rest of all the desserts are fabulous. They maintain their quality of...More,"Food taste, presentation, desserts, Manager, staffs, quality","positive, positive, positive, positive, positive, positive",1.5113780498504639
"As usual the experience was amazing, good good very good ambiance, and super tasty food. Today the floor manager Sohel was super accommodating.","ambiance, food, floor manager","positive, positive, positive",0.731652021408081
"Westin dhaka, Seasonal taste Restaurant food just good .............. all good ..................... Thanks to mr Zaman and Ishrat",food,positive,0.2442305088043213
Seasonal taste restaurant Food was fresh and good quality. Services was fully satisfactory..........,"Food, Services, quality","positive, positive, positive",0.7699909210205078
Excellent food and atmosphere. As usual desserts are the highlight here. I think the desserts are the best in Dhaka city. Appetizers and salads are also very good. I have never been a big fan of the main courses in the buffet. Moin is a...More,"food, desserts, appetizers, salads, main courses, buffet","positive, positive, positive, positive, negative, negative",1.3567564487457275
"After so ling, the food taste has really been up to the mark. Worth the spend. It has been aa lively birthday lunch foe my wofe","food, lunch","positive, positive",0.5058331489562988
This is the first time I am visiting The westin dhaka seasonal tastes restaurant.It is really awosome their buffet brunch.,buffet brunch,positive,0.2419571876525879
Liked the selection & range of menus. The desert portions were rich in variety and sushi section was good too. Would recommend.,"selection, menus, desert portions, sushi section","positive, positive, positive, positive",0.9705970287322998
The westin dhaka seasonal tastes restaurant is a very good place for lunch.we enjoyed with my family.,lunch,positive,0.26088857650756836
This is new place for me the restaurant is really very good place for lunch.The environment.service everything was fantastics.,"lunch, environment, service","positive, positive, positive",0.7228093147277832
Outstanding place for buffet brunch.I enjoyed with my family.The staff are very friendly.Dessert very nice.,"buffet brunch, staff, dessert","positive, positive, positive",0.7205214500427246
This is the best place for brunch in dhaka city.I enjoyed with my family.staff are very friendly.nice,"brunch, staff","positive, positive",0.5035943984985352
One of the best brunch in Dhaka city.There are so many option of food specially the grilled item.nice,"brunch, food, grilled item","positive, positive, positive",0.7267611026763916
Seasonal taste is a good restaurant. The ambience was so good. Also the food was delicious. We really enjoyed it,"ambience, food","positive, positive",0.5095014572143555
One of the best restaurant in Dhaka city .I enjoyed the food & the associates are very friendly.excellent.,"food, associates","positive, positive",0.4850475788116455
Excellent lunch at the westin dhaka seasonal tastes restaurant.The staff are very friendly.food was excellent.,"staff, food","positive, positive",0.5045735836029053
Excellent service by Firoz they are very friendly specially their grilled item was vear awosome I enjoyed,"service, grilled item","positive, positive",0.49210143089294434
The westin dhaka seasonal tastes restaurant was fantastics.Specially sagor service was excellent.nice.,"seasonal tastes, service","positive, positive",0.5006892681121826
Here in the seasonal taste food is so very good and delicious that I come here with my family often. Attitude and behavior of the service staffs are very professional and polite. In the Dhaka city for me this is so far is the best...More,"service staffs, food","positive, positive",0.4869978427886963
"As we are very regular guest we really like the buffet of seasonal taste. Food was so good, their tempura section and sushi was just awesome. Nihari i like most.","buffet, food, tempura section, sushi, nihari","positive, positive, positive, positive, positive",1.2397561073303223
Seasonal taste provide best brunch in town. There food and service are just best in town. Rafiq saheb gives us always best service in town,"food, service, brunch","positive, positive, positive",0.7282004356384277
Seasonal taste is bery good restaurant in dhaka . Usually we come here for gor dinner but today we come for the sensational brunch we really like it,"dinner, brunch, gor","neutral, positive, positive",0.7271568775177002
"We really enjoyed their dinner buffet, though it was rush but food was just wow. Specially their pasta and dessert item is just mouthwatering. Mr. Rafiq always treat use wonderfully. His service i will give him 10 out 10. Also Jannat always gives use a...More","dinner buffet, food, service, dessert item, Mr. Rafiq, Jannat","positive, positive, positive, positive, positive, positive",1.4903919696807861
Seasonal taste is the best restaurant in my view. Rafiq was very good at service. He always taking care us which really makes us happy. JaNnat is very cooperative server,"service, server","positive, positive",0.5034244060516357
Seasonal taste restaurant is one of the best restaurant in town.. food and service just excellent .....thanks .....,"food, service","positive, positive",0.49004268646240234
Excellent food seasonal taste restaurant... Food quality is good..Ishrat is very good at service . We had a wonderful experience in here come and enjoy the seasonal tastes. Thanks,"food quality, service, seasonal tastes","positive, positive, positive",0.7486128807067871
The westin dhaka seasonal restaurant is a best place for dining & for business meeting.staff are very friendly.,"staff, dining, business meeting, place","positive, positive, positive, positive",1.034512996673584
Best restaurant seasonal taste food and service just excellent...... special thanks to ms Ishrat ........,"food, service","positive, positive",0.489544153213501
The food of seasonal taste restaurant is awesome. Variety of food.specially the live station. Wonderful,"food, live station","positive, positive",0.4813811779022217
Very nice food The westin dhaka seasonal tastes restaurant.I enjoyed the food. everything was very good,food,positive,0.24328851699829102
What a nice restaurant in dhaka city city! I reallyenjoyed with myfriend.Everything was outstanding.,noaspectterm,neutral,0.24554061889648438
Good food. Good ambience .... Lots of choices their. And good place that I have ever seen. Overall Just wow ...,"food, ambience, place","positive, positive, positive",0.7533426284790039
Seasonal taste restaurant is one of the best restaurant in town. Their food and service are excellent. Overall our experience are good,"food, service","positive, positive",0.4959425926208496
Mind blowibg taste with awwsone servuce by Mr.Touhid & Mr. Rafique. Thats why we like to come again & again.,"servuce, taste","positive, positive",0.51466965675354
"Seasonal taste is very good place for all. All the food are very tasty and mouthwatering. Specially I liked their live sections, in one word it’s just WOW. No one can’t compare in this buffet with other buffet in city but price is little bit...More","food, live sections, price, buffet","positive, positive, negative, positive",0.9468090534210205
"Very nice premises and well behaved staff. But one thing I love in Westin, is it's Buffet. They serve buffet dinner in Seasonal Tastes Restaurant. The number of foods there is just too much. Everyone will find something to their liking. I am personally a...More","premises, staff, Buffet, foods","positive, positive, positive, positive",0.9769644737243652
